Title,Word,Score
1984,freedom,0.23930471379536852
1984,thought,0.23930471379536852
1984,brother,0.21252538899187862
1984,big,0.20296743425956104
1984,edition,0.16243402679434804
1984,war,0.16243402679434804
1984,affair,0.13028032985101912
1984,deckle,0.13028032985101912
1984,dystopian,0.13028032985101912
1984,forbidden,0.13028032985101912
1984,foreword,0.13028032985101912
1984,french,0.13028032985101912
1984,imprisonment,0.13028032985101912
1984,individuality,0.13028032985101912
1984,occasionalternate,0.13028032985101912
Dune Messiah,paul,0.3410517179939415
Dune Messiah,atreides,0.227367811995961
Dune Messiah,house,0.18314734514253633
Dune Messiah,assume,0.13937889343409343
Dune Messiah,bestselling,0.13937889343409343
Dune Messiah,chani,0.13937889343409343
Dune Messiah,christen,0.13937889343409343
Dune Messiah,conduct,0.13937889343409343
Dune Messiah,conspiracy,0.13937889343409343
Dune Messiah,crumble,0.13937889343409343
Dune Messiah,enmity,0.13937889343409343
Dune Messiah,fremens,0.13937889343409343
Dune Messiah,icon,0.13937889343409343
Dune Messiah,known,0.13937889343409343
Dune Messiah,lover,0.13937889343409343
Spider-Man: Blue,fall,0.239044260615554
Spider-Man: Blue,love,0.239044260615554
Spider-Man: Blue,stacy,0.2356781451228952
Spider-Man: Blue,spider,0.22607644894519008
Spider-Man: Blue,gwen,0.21645205815395233
Spider-Man: Blue,man,0.2055003662178237
Spider-Man: Blue,rest,0.20281093236098238
Spider-Man: Blue,life,0.19992024330162336
Spider-Man: Blue,spend,0.19223005317228214
Spider-Man: Blue,parker,0.16435875842309672
Spider-Man: Blue,peter,0.15936284041036933
Spider-Man: Blue,story,0.11986848463338759
Spider-Man: Blue,appropriately,0.1178390725614476
Spider-Man: Blue,daredevil,0.1178390725614476
Spider-Man: Blue,eisner,0.1178390725614476
The Lightning Thief,percy,0.3684328658643829
The Lightning Thief,camp,0.21984399663214554
The Lightning Thief,demigod,0.19900320787561812
The Lightning Thief,know,0.1983306599601961
The Lightning Thief,god,0.14547278128421195
The Lightning Thief,find,0.13222043997346408
The Lightning Thief,algebra,0.1277357801660498
The Lightning Thief,boarding,0.1277357801660498
The Lightning Thief,catastrophic,0.1277357801660498
The Lightning Thief,gate,0.1277357801660498
The Lightning Thief,herepercy,0.1277357801660498
The Lightning Thief,hollywood,0.1277357801660498
The Lightning Thief,island,0.1277357801660498
The Lightning Thief,lately,0.1277357801660498
The Lightning Thief,mom,0.1277357801660498
The Truth,william,0.4489597258193041
The Truth,want,0.3731764993058187
The Truth,people,0.24412828470357245
The Truth,dead,0.2158250912238105
The Truth,accidental,0.14965324193976803
The Truth,beg,0.14965324193976803
The Truth,cope,0.14965324193976803
The Truth,editor,0.14965324193976803
The Truth,fascination,0.14965324193976803
The Truth,flash,0.14965324193976803
The Truth,humorously,0.14965324193976803
The Truth,journalist,0.14965324193976803
The Truth,newspaper,0.14965324193976803
The Truth,photography,0.14965324193976803
The Truth,potato,0.14965324193976803
Harry Potter and the Philosopher’s Stone,harry,0.3386929615644002
Harry Potter and the Philosopher’s Stone,potter,0.3386929615644002
Harry Potter and the Philosopher’s Stone,owl,0.2577523040807551
Harry Potter and the Philosopher’s Stone,deadly,0.23672545743734696
Harry Potter and the Philosopher’s Stone,duel,0.23672545743734696
Harry Potter and the Philosopher’s Stone,ordinary,0.23672545743734696
Harry Potter and the Philosopher’s Stone,rescue,0.23672545743734696
Harry Potter and the Philosopher’s Stone,quidditch,0.22180667232233356
Harry Potter and the Philosopher’s Stone,reason,0.22180667232233356
Harry Potter and the Philosopher’s Stone,take,0.20077982567892544
Harry Potter and the Philosopher’s Stone,witchcraft,0.20077982567892544
Harry Potter and the Philosopher’s Stone,wizardry,0.20077982567892544
Harry Potter and the Philosopher’s Stone,boy,0.19278578959570175
Harry Potter and the Philosopher’s Stone,play,0.19278578959570175
Harry Potter and the Philosopher’s Stone,think,0.19278578959570175
Harry Potter and the Prisoner of Azkaban,harry,0.3532610874700745
Harry Potter and the Prisoner of Azkaban,school,0.3532610874700745
Harry Potter and the Prisoner of Azkaban,guard,0.32921023666944293
Harry Potter and the Prisoner of Azkaban,hogwarts,0.24997953921361435
Harry Potter and the Prisoner of Azkaban,atmosphere,0.17922596485208547
Harry Potter and the Prisoner of Azkaban,azkaban,0.17922596485208547
Harry Potter and the Prisoner of Azkaban,escaped,0.17922596485208547
Harry Potter and the Prisoner of Azkaban,horrible,0.17922596485208547
Harry Potter and the Prisoner of Azkaban,prison,0.17922596485208547
Harry Potter and the Prisoner of Azkaban,tense,0.17922596485208547
Harry Potter and the Prisoner of Azkaban,hermione,0.16460511833472147
Harry Potter and the Prisoner of Azkaban,mass,0.16460511833472147
Harry Potter and the Prisoner of Azkaban,murderer,0.16460511833472147
Harry Potter and the Prisoner of Azkaban,ron,0.16460511833472147
Harry Potter and the Prisoner of Azkaban,sinister,0.16460511833472147
Dracula,dracula,0.49069307798462497
Dracula,include,0.22414375765143651
Dracula,film,0.21029703342198217
Dracula,novel,0.1516418082030705
Dracula,adaptation,0.14019802228132144
Dracula,bram,0.14019802228132144
Dracula,review,0.14019802228132144
Dracula,stoker,0.14019802228132144
Dracula,early,0.12064628054168422
Dracula,dramatic,0.11435202557171306
Dracula,vampire,0.11435202557171306
Dracula,edition,0.08739972232876807
Dracula,apparently,0.07009901114066072
Dracula,appeal,0.07009901114066072
Dracula,arata,0.07009901114066072
Spider-Man: Reign,peter,0.3410972440490113
Spider-Man: Reign,andrews,0.16814703180280366
Spider-Man: Reign,anymore,0.16814703180280366
Spider-Man: Reign,apple,0.16814703180280366
Spider-Man: Reign,cape,0.16814703180280366
Spider-Man: Reign,curb,0.16814703180280366
Spider-Man: Reign,doorstep,0.16814703180280366
Spider-Man: Reign,kaare,0.16814703180280366
Spider-Man: Reign,package,0.16814703180280366
Spider-Man: Reign,red,0.16814703180280366
Spider-Man: Reign,reign,0.16814703180280366
Spider-Man: Reign,searing,0.16814703180280366
Spider-Man: Reign,swing,0.16814703180280366
Spider-Man: Reign,tight,0.16814703180280366
Spider-Man: Reign,blue,0.15442997944173495
The Serpent's Shadow,kanes,0.3280555366361552
The Serpent's Shadow,kane,0.2913445766645309
The Serpent's Shadow,serpent,0.23812977657686552
The Serpent's Shadow,apophis,0.21870369109077015
The Serpent's Shadow,magician,0.20492066409162693
The Serpent's Shadow,chaos,0.19422971777635392
The Serpent's Shadow,lead,0.17810912366950493
The Serpent's Shadow,shadow,0.17810912366950493
The Serpent's Shadow,house,0.15645423530378713
The Serpent's Shadow,ack,0.11906488828843276
The Serpent's Shadow,conclusion,0.11906488828843276
The Serpent's Shadow,depth,0.11906488828843276
The Serpent's Shadow,despite,0.11906488828843276
The Serpent's Shadow,eternal,0.11906488828843276
The Serpent's Shadow,have,0.11906488828843276
Harry Potter and the Deathly Hallows,harry,0.41574558702686426
Harry Potter and the Deathly Hallows,task,0.2366445434699788
Harry Potter and the Deathly Hallows,burrow,0.15819546776617133
Harry Potter and the Deathly Hallows,companionship,0.15819546776617133
Harry Potter and the Deathly Hallows,eagerly,0.15819546776617133
Harry Potter and the Deathly Hallows,feel,0.15819546776617133
Harry Potter and the Deathly Hallows,hesitation,0.15819546776617133
Harry Potter and the Deathly Hallows,horcruxe,0.15819546776617133
Harry Potter and the Deathly Hallows,inexorable,0.15819546776617133
Harry Potter and the Deathly Hallows,seventh,0.15819546776617133
Harry Potter and the Deathly Hallows,strength,0.15819546776617133
Harry Potter and the Deathly Hallows,unveil,0.15819546776617133
Harry Potter and the Deathly Hallows,warmth,0.15819546776617133
Harry Potter and the Deathly Hallows,await,0.14529024136183494
Harry Potter and the Deathly Hallows,burden,0.14529024136183494
Amazing Spider-Man Vol. 11: Back in Black,spider,0.25108203480575336
Amazing Spider-Man Vol. 11: Back in Black,change,0.21905310127439148
Amazing Spider-Man Vol. 11: Back in Black,aftermath,0.19630930769036592
Amazing Spider-Man Vol. 11: Back in Black,believer,0.19630930769036592
Amazing Spider-Man Vol. 11: Back in Black,closet,0.19630930769036592
Amazing Spider-Man Vol. 11: Back in Black,gear,0.19630930769036592
Amazing Spider-Man Vol. 11: Back in Black,plenty,0.19630930769036592
Amazing Spider-Man Vol. 11: Back in Black,reel,0.19630930769036592
Amazing Spider-Man Vol. 11: Back in Black,wardrobe,0.19630930769036592
Amazing Spider-Man Vol. 11: Back in Black,wrack,0.19630930769036592
Amazing Spider-Man Vol. 11: Back in Black,board,0.18029484092468495
Amazing Spider-Man Vol. 11: Back in Black,consider,0.18029484092468495
Amazing Spider-Man Vol. 11: Back in Black,favorite,0.18029484092468495
Amazing Spider-Man Vol. 11: Back in Black,man,0.17117257351673973
Amazing Spider-Man Vol. 11: Back in Black,reason,0.16893239592946177
Small Gods,word,0.45459164094118243
Small Gods,want,0.32931958625538355
Small Gods,brotherly,0.2641310147292696
Small Gods,brutha,0.2641310147292696
Small Gods,hey,0.2641310147292696
Small Gods,inquisition,0.2641310147292696
Small Gods,justice,0.2641310147292696
Small Gods,novice,0.2641310147292696
